Mês Movimento;Cd Filial;Nm Filial;Cd Item;Nm Item;Cd Local Estoque;Ds Local Estoque;Qt Movimento;Vl Movimento;soma quantidade movimento
abril;516;ROLANDIA - FFO;515443;"OCULOS SEGURANCA;POLICARBONA";4;UNIFORMES E EPI'S;-10;-503,5938123;-10
abril;516;ROLANDIA - FFO;516279;TUBO POLIURETANO AZUL FORMAC;3;MANUTENÇÃO;-48;-354,188028;-48
abril;516;ROLANDIA - FFO;525432;CAMISA MODELO UNISSEX CATEGO;4;UNIFORMES E EPI'S;-2;-772,3671429;-2
abril;516;ROLANDIA - FFO;525435;CALCA CATEGORIA UNISSEX MATE;4;UNIFORMES E EPI'S;-2;-1000,47;-2
abril;516;ROLANDIA - FFO;527601;CALCA CATEGORIA UNISSEX MATE;4;UNIFORMES E EPI'S;-2;-983,0138067;-2
abril;516;ROLANDIA - FFO;527606;CAMISA MODELO UNISSEX CATEGO;4;UNIFORMES E EPI'S;-2;-810,9266667;-2
abril;516;ROLANDIA - FFO;527608;CAMISA MODELO UNISSEX CATEGO;4;UNIFORMES E EPI'S;-2;-812,3667708;-2
abril;516;ROLANDIA - FFO;527656;CALCA CATEGORIA UNISSEX MATE;4;UNIFORMES E EPI'S;-1;-498,7387907;-1
abril;516;ROLANDIA - FFO;536817;CONDIMENTO ESPECIARIA PAPRIC;625;REFEITORIO;-1;-7,34814815;-1
abril;516;ROLANDIA - FFO;544631;CREME CEBOL PO 1KG;625;REFEITORIO;-3;-23,865;-3
abril;516;ROLANDIA - FFO;546630;CONECTOR COMPRESSAO TUBO/TUB;3;MANUTENÇÃO;-11;-206,3325;-11
abril;516;ROLANDIA - FFO;551445;"TELA;DUPPS/100518";3;MANUTENÇÃO;-2;-1159,225;-2
abril;516;ROLANDIA - FFO;556738;PALETE C/LIMITADOR MAD COMPR;100;LINHA DE PRODUÇÃO;-79,875;-3839,186081;-79,875
abril;516;ROLANDIA - FFO;558044;CONEXAO HIDRAULICA PNEUMATIC;3;MANUTENÇÃO;-1;-6,0261943;-1
abril;516;ROLANDIA - FFO;558457;BIG BAG RAFIA FUND C/FUN FEC;100;LINHA DE PRODUÇÃO;-24,6153;-1650,275825;-24,6153
abril;516;ROLANDIA - FFO;558762;BIG BAG RAFIA FUND C/FUN FEC;100;LINHA DE PRODUÇÃO;-839,1305;-53115,65135;-839,1305
abril;516;ROLANDIA - FFO;560991;BIOESTIMULADOR LIQUIDO VISCO;1;PRODUTOS QUIMICOS;-180;-3233,727818;-180
abril;516;ROLANDIA - FFO;564486;DISCO CORTE AISI 440 2 TELAS;3;MANUTENÇÃO;-55;-190,8520997;-55
abril;516;ROLANDIA - FFO;575202;ESGUICHO P/MANGUEIRA TIPO LE;3;MANUTENÇÃO;-8;-494,8904615;-8
abril;516;ROLANDIA - FFO;580803;CAIXA MATERIAL PAPEL KRAFT M;100;LINHA DE PRODUÇÃO;-70,875;-19694,34708;-70,875
abril;516;ROLANDIA - FFO;580810;BOLSA ARMAZENAGEM PE BD RET ;100;LINHA DE PRODUÇÃO;-79,875;-8095,687715;-79,875
abril;516;ROLANDIA - FFO;591375;DETERGENTE ALCALINO LIQUIDO ;5;MATERIAIS ADMINSTRATIVOS;-3;-1853,803571;-3
abril;516;ROLANDIA - FFO;593213;COLETE SEGURANCA SINALIZACAO;4;UNIFORMES E EPI'S;-11;-214,7357143;-11
abril;516;ROLANDIA - FFO;598483;DETERGENTE LIMPEZA PISO LIQU;5;MATERIAIS ADMINSTRATIVOS;-3;-280,0133929;-3
abril;516;ROLANDIA - FFO;599090;"OLEO VEGETAL;SOJA;FRASCO 900";625;REFEITORIO;-70;-553,2780415;-70
abril;516;ROLANDIA - FFO;601504;DETERGENTE DESENGORDURANTE L;1;PRODUTOS QUIMICOS;-1;-95,3925;-1
abril;516;ROLANDIA - FFO;601813;DESINFETANTE LIQUIDO HIPOCLO;1;PRODUTOS QUIMICOS;-1;-96,825;-1
abril;516;ROLANDIA - FFO;605107;PLUGS STECK 2P + T 220 VOLTS;3;MANUTENÇÃO;-5;-439,22;-5
abril;516;ROLANDIA - FFO;609528;"PAPEL ALCALINO;210X297MM;BRA";5;MATERIAIS ADMINSTRATIVOS;-23;-542,1589394;-23
abril;516;ROLANDIA - FFO;614513;CREME PROTE MAO EPI APLICACA;4;UNIFORMES E EPI'S;-6;-79,37355438;-6
abril;516;ROLANDIA - FFO;618148;"CAPACETE;PEAD;BR;ABA FRONTAL";4;UNIFORMES E EPI'S;-12;-531,1725843;-12
abril;516;ROLANDIA - FFO;644862;MANGUEIRA DE BORRACHA LAVAGE;3;MANUTENÇÃO;-110;-1729,594824;-110
abril;516;ROLANDIA - FFO;672386;CONEXAO PNEUMATICA RAPIDA RE;3;MANUTENÇÃO;-4;-45,245;-4
abril;516;ROLANDIA - FFO;679414;"CILINDRO P/FECHADURA;P/CHAVE";3;MANUTENÇÃO;-1;-108;-1
abril;516;ROLANDIA - FFO;697060;ABRACADEIRA DE NYLON 100MM;3;MANUTENÇÃO;-32;-2,50116832;-32
abril;516;ROLANDIA - FFO;698347;"SACO PLASTICO;POLIETILENO BD";5;MATERIAIS ADMINSTRATIVOS;-2;-181,8949012;-2
abril;516;ROLANDIA - FFO;700485;"COCO;RALADO;A GRANEL";625;REFEITORIO;-1;-23,15;-1
abril;516;ROLANDIA - FFO;709093;ESPIGAO EXTREMIDADE MACHO MA;3;MANUTENÇÃO;-3;-57,981;-3
abril;516;ROLANDIA - FFO;725030;PORTA ELETRODO SOLDA CORRENT;3;MANUTENÇÃO;-2;-243,086;-2
abril;516;ROLANDIA - FFO;733086;"PEIXE;PANGA;EM FILE;CONGELAD";625;REFEITORIO;-50;-1435;-50
abril;516;ROLANDIA - FFO;762962;PANO LIMPEZA ALVEJADO MATERI;5;MATERIAIS ADMINSTRATIVOS;-120;-708;-120
abril;516;ROLANDIA - FFO;770248;"FITA VEDACAO TEFLON;VEDA ROS";3;MANUTENÇÃO;-1;-6,33597305;-1
abril;516;ROLANDIA - FFO;798541;REMEDIADOR ACCEPTOR GAMMA 7I;1;PRODUTOS QUIMICOS;-80;-1284,950667;-80
abril;516;ROLANDIA - FFO;808393;LACRE SEGURANCA CADEADO MATE;1;PRODUTOS QUIMICOS;-200;-338,590909;-200
abril;516;ROLANDIA - FFO;810924;FILTRO /CARTUCHO PARA RESPIR;4;UNIFORMES E EPI'S;-1;-30,52818586;-1
abril;516;ROLANDIA - FFO;830038;"AGUA;MINERAL;POTAVEL;NATURAL";5;MATERIAIS ADMINSTRATIVOS;-355;-3976;-355
abril;516;ROLANDIA - FFO;831646;CAFE EM PO 500 GR;625;REFEITORIO;-65;-1105,006079;-65
abril;516;ROLANDIA - FFO;869266;"CARNE BOVINA;FRALDINHA/RESFR";625;REFEITORIO;-119,948;-4618;-119,948
abril;516;ROLANDIA - FFO;876977;"CARNE BOVINA;MOIDA/CONG;A GR";625;REFEITORIO;-80;-2024;-80
abril;516;ROLANDIA - FFO;898847;"LEITE CONDENSADO;LATA 395G";625;REFEITORIO;-10;-40,3352778;-10
abril;516;ROLANDIA - FFO;904619;TERMORESISTENCIA TIPO PT100;3;MANUTENÇÃO;-1;-462,565;-1
abril;516;ROLANDIA - FFO;906194;"COLORAU;PO;A GRANEL";625;REFEITORIO;-1;-6,52341891;-1
abril;516;ROLANDIA - FFO;914673;BALDE NAO METALICO MATERIAL;5;MATERIAIS ADMINSTRATIVOS;-10;-234,4857143;-10
abril;516;ROLANDIA - FFO;921123;"OLEO COMBUSTIVEL;DIESEL S10";1;PRODUTOS QUIMICOS;-4007;-28872,39263;-4007
abril;516;ROLANDIA - FFO;930953;"MILHO;VERDE CONSERVA;LATA 20";625;REFEITORIO;-1;-2,2;-1
abril;516;ROLANDIA - FFO;937959;CORREIA SINCRONIZADA PHG B13;3;MANUTENÇÃO;-1;-93,3172;-1
abril;516;ROLANDIA - FFO;943850;"DOCE MARSHMALLOW;TIPO TABLET";625;REFEITORIO;-4;-232;-4
abril;516;ROLANDIA - FFO;957511;"TEMPERO PRONTO;CHIMICHURRI;A";625;REFEITORIO;-2;-87,37;-2
abril;516;ROLANDIA - FFO;974125;"DOCE COCO;COCADA QUEIMADA;PC";625;REFEITORIO;-3;-160,8;-3
abril;704;ROLANDIA - AB. AVES;467;ENG RAP BRONZE FEMEA 1/2 POL;6;MANUTENÇÃO HIDRAULICA E CIVIL;-2;-140,5577778;-2
abril;704;ROLANDIA - AB. AVES;3876;DISCO SERRILHA 3930325 STORK;5;MANUTENÇÃO MECANICA;-1;-1533,216545;-1
abril;704;ROLANDIA - AB. AVES;3924;RESISTENCIA NIQUEL CROMO 5MM;7;MANUTENÇÃO ELETRICA;-43;-1232,890741;-43
abril;704;ROLANDIA - AB. AVES;6195;ROLAMENTO RIGIDO ESFERA RADI;299;ITENS CRITICOS;-1;-171,57;-1
abril;704;ROLANDIA - AB. AVES;6196;ROLAMENTO RIGIDO ESFERA RADI;299;ITENS CRITICOS;-2;-232,29;-2
abril;704;ROLANDIA - AB. AVES;8155;OLEO LUBRIFICANTE LIQUIDO AM;10;COMBUSTIVEIS E LUBRIFICANTES;-2;-1399,991954;-2
abril;704;ROLANDIA - AB. AVES;8282;FILME TERM TRANS 750X0,020MM;100;LINHA DE PRODUCAO;-23955,3143;-328969,3584;-23955,3143
abril;704;ROLANDIA - AB. AVES;8299;FILME TRANSP 502X0,05MM;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-2865,21;-42004,291;-2865,21
abril;704;ROLANDIA - AB. AVES;10554;SELO METALICO H-36 16 MM;100;LINHA DE PRODUCAO;-28596,46;-4877,488719;-28596,46
abril;704;ROLANDIA - AB. AVES;11574;FARINHA DE TRIGO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-57619,15;-106988,2669;-57619,15
abril;704;ROLANDIA - AB. AVES;11579;CONDIMENTO DE PIMENTA BRANCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1166,16;-32854,7613;-1166,16
abril;704;ROLANDIA - AB. AVES;11581;AROMA NATURAL DE ALHO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-6,77;-55,998055;-6,77
abril;704;ROLANDIA - AB. AVES;11585;PIMENTA VERMELHA MACERADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-431;-2482,461293;-431
abril;704;ROLANDIA - AB. AVES;11633;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1101,03;-3727,649716;-1101,03
abril;704;ROLANDIA - AB. AVES;12134;LINCO 22,2% + SPECT 22,2% -;16;MEDICAMENTOS M-TECH;-272,8;-96367,55444;-272,8
abril;704;ROLANDIA - AB. AVES;13472;RODO C/ ESPUMA C/ CABO;12;MATERIAIS DE LIMPEZA;-3;-44,628;-3
abril;704;ROLANDIA - AB. AVES;13635;SOLUCAO DE LIMPEZA CU V901Q;612;AUXILIARES PRODUÇÃO;-9;-2370,745861;-9
abril;704;ROLANDIA - AB. AVES;14619;BARRA ROSCADA AI NC 3/8X1000;299;ITENS CRITICOS;-4;-612;-4
abril;704;ROLANDIA - AB. AVES;15715;FITA ARQUEAR POLY 13MM;100;LINHA DE PRODUCAO;-57195,2689;-7127,746029;-57195,2689
abril;704;ROLANDIA - AB. AVES;16761;CABO SENSOR IFM EVT001-IP69K;7;MANUTENÇÃO ELETRICA;-3;-279,126;-3
abril;704;ROLANDIA - AB. AVES;17224;SENSOR MAGNETICO IFM MK5111;299;ITENS CRITICOS;-2;-545,15;-2
abril;704;ROLANDIA - AB. AVES;18983;ROLAMENTO Y 204 ACO INOX;602;MANUTENÇÃO;-7;-1028,04625;-7
abril;704;ROLANDIA - AB. AVES;19359;BRACO 3972912 MAREL STORK;299;ITENS CRITICOS;-100;-3283,325;-100
abril;704;ROLANDIA - AB. AVES;19376;"ANEL;MAREL/000370430";299;ITENS CRITICOS;-1;-29,79;-1
abril;704;ROLANDIA - AB. AVES;20773;TERMINAL ENCAIXE 13-26;7;MANUTENÇÃO ELETRICA;-10;-0,4673;-10
abril;704;ROLANDIA - AB. AVES;22290;CT MAN PDO S/IMP 1162X973X81;100;LINHA DE PRODUCAO;-308,7918;-27011,66812;-308,7918
abril;704;ROLANDIA - AB. AVES;22294;FD AUT PDO S/IMP 401X273X130;100;LINHA DE PRODUCAO;0;-1,47E-14;0
abril;704;ROLANDIA - AB. AVES;22307;ETIQ ADV BRANCA ME 85X50 MM;100;LINHA DE PRODUCAO;-1060993;-37302,76402;-1060993
abril;704;ROLANDIA - AB. AVES;22414;BOBINA LISA E PICOTADA LENC;100;LINHA DE PRODUCAO;-1615,62;-967,4818481;-1615,62
abril;704;ROLANDIA - AB. AVES;22515;EMB PLAST P CAIXA PAPELAO AZ;100;LINHA DE PRODUCAO;-140;-1165,484454;-140
abril;704;ROLANDIA - AB. AVES;22517;SACO SANF LAT MAT DIR PE BD;100;LINHA DE PRODUCAO;-75794;-53763,54328;-75794
abril;704;ROLANDIA - AB. AVES;22766;TP MAN PDO 1173X992X300;100;LINHA DE PRODUCAO;-263,2544;-8351,363455;-263,2544
abril;704;ROLANDIA - AB. AVES;22823;PARAFUSO INOX SEXT. M5 X 80;5;MANUTENÇÃO MECANICA;-24;-64,12209576;-24
abril;704;ROLANDIA - AB. AVES;23781;CORREIA SINCRONIZ PU 800X50;299;ITENS CRITICOS;-2;-1090;-2
abril;704;ROLANDIA - AB. AVES;23891;DIAFRAGMA EJETOR B PRESSAO;5;MANUTENÇÃO MECANICA;0;0;0
abril;704;ROLANDIA - AB. AVES;24131;TAMPA PAP C/IMP PAP KRA/TEST;100;LINHA DE PRODUCAO;0;-5,34E-12;0
abril;704;ROLANDIA - AB. AVES;25133;CORREIA TRANSP PVC 1958X600;299;ITENS CRITICOS;-1;-344,195;-1
abril;704;ROLANDIA - AB. AVES;25367;GENGIBRE PO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-332,6;-10946,76852;-332,6
abril;704;ROLANDIA - AB. AVES;25821;GOMA XANTANA;100;LINHA DE PRODUCAO;-0,9829;-98,29;-0,9829
abril;704;ROLANDIA - AB. AVES;26643;SACO MAT DIR POLIETILENO BAI;100;LINHA DE PRODUCAO;-22241;-11700,86254;-22241
abril;704;ROLANDIA - AB. AVES;34410;FACA INOX CABO AMARELO MUNDI;13;AUXILIARES DA INDUSTRIA;-12;-129,92;-12
abril;704;ROLANDIA - AB. AVES;34940;PARAFUSO PANELA DISPOSIT APE;5;MANUTENÇÃO MECANICA;-56;-15,68;-56
abril;704;ROLANDIA - AB. AVES;35319;CONECTOR RETO MATERIAL LATAO;6;MANUTENÇÃO HIDRAULICA E CIVIL;-8;-26,93579352;-8
abril;704;ROLANDIA - AB. AVES;44960;GOMA XANTANA MAIO;100;LINHA DE PRODUCAO;-128,848;-3610,547084;-128,848
abril;704;ROLANDIA - AB. AVES;52470;"ROLAMENTO FIXO ESF;25X62X17M";602;MANUTENÇÃO;-6;-295,746;-6
abril;704;ROLANDIA - AB. AVES;53126;SULFATO ALUMINIO LIQ 50 AL2(;9;PRODUTOS QUIMICOS INDUSTRIAIS;-7916;-12046,51853;-7916
abril;704;ROLANDIA - AB. AVES;55784;"ROLAMENTO FIXO ESF;25X47X12M";5;MANUTENÇÃO MECANICA;-22;-339,7933579;-22
abril;704;ROLANDIA - AB. AVES;56886;CONDIMENTO AMERICAN STYLE;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-820;-25392,42001;-820
abril;704;ROLANDIA - AB. AVES;58121;"ADITIVO P/SECAGEM LOUCAS;ECO";17;REFEITORIO;-1;-275,0066667;-1
abril;704;ROLANDIA - AB. AVES;59404;ADESIVO INDUSTRIAL CONTAT BI;6;MANUTENÇÃO HIDRAULICA E CIVIL;-1;-52,174;-1
abril;704;ROLANDIA - AB. AVES;59788;"ROLAMENTO FIXO ESF;12X28X8MM";602;MANUTENÇÃO;-26;-2955,736667;-26
abril;704;ROLANDIA - AB. AVES;61865;"DESINFETANTE;DIVERSEY/SUMA C";616;DETERGENTES INDUSTRIAIS;-6;-768,3375252;-6
abril;704;ROLANDIA - AB. AVES;62080;"GEL ALCOOLICO;ANTI-SEPTICO;I";616;DETERGENTES INDUSTRIAIS;-4;-434,4372222;-4
abril;704;ROLANDIA - AB. AVES;62578;"ROLAMENTO;SEMIL/317099900313";299;ITENS CRITICOS;-4;-1169,9;-4
abril;704;ROLANDIA - AB. AVES;63143;ADESIVO HOT-MELT TERMOPLAST;100;LINHA DE PRODUCAO;-2842,1849;-61427,75517;-2842,1849
abril;704;ROLANDIA - AB. AVES;63171;ETIQ N/AD C/IMP AMARELO MP;100;LINHA DE PRODUCAO;-4000;-696,179;-4000
abril;704;ROLANDIA - AB. AVES;63262;MIX CONDIMENTO PREPARADO BIG;100;LINHA DE PRODUCAO;-11261,3924;-86303,1143;-11261,3924
abril;704;ROLANDIA - AB. AVES;63596;ACIKOBRA;16;MEDICAMENTOS M-TECH;-767,8;-37623,8045;-767,8
abril;704;ROLANDIA - AB. AVES;63629;CAVACO A SERINGUEIRA SECO UM;15;LENHA;-586,1;-137810,4358;-586,1
abril;704;ROLANDIA - AB. AVES;64336;DETERGENTE ALCALINO;16;MEDICAMENTOS M-TECH;-16;-836,98;-16
abril;704;ROLANDIA - AB. AVES;64363;RATICIDA;16;MEDICAMENTOS M-TECH;-149;-2693,92;-149
abril;704;ROLANDIA - AB. AVES;64655;FITA ADESIVA MD BOPP 371 3M;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-771438,03;-66000,21379;-771438,03
abril;704;ROLANDIA - AB. AVES;64674;FILME PL PEBD/PEBDL;100;LINHA DE PRODUCAO;-551,7297;-13784,51965;-551,7297
abril;704;ROLANDIA - AB. AVES;64821;PROTEINA TEXTURIZADA DE SOJA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-114246,42;-712116,8426;-114246,42
abril;704;ROLANDIA - AB. AVES;65425;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-25418,22;-77416,72318;-25418,22
abril;704;ROLANDIA - AB. AVES;65451;SAL REFINADO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-35480,1;-34698,80436;-35480,1
abril;704;ROLANDIA - AB. AVES;66208;DILUENTE V705-D SOLSET;612;AUXILIARES PRODUÇÃO;-42;-13430,95765;-42
abril;704;ROLANDIA - AB. AVES;67196;BREADING TEMPURA MI;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-24446,24;-233902,385;-24446,24
abril;704;ROLANDIA - AB. AVES;67197;MILKWASH MI;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-778,53;-7899,554696;-778,53
abril;704;ROLANDIA - AB. AVES;67464;SACO MATERIAL DIRETO PE BD P;100;LINHA DE PRODUCAO;-78724;-83722,45958;-78724
abril;704;ROLANDIA - AB. AVES;67797;BREADER KFM-11;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-27748,53;-244016,4531;-27748,53
abril;704;ROLANDIA - AB. AVES;67859;FILME PL PE BD INCOL;100;LINHA DE PRODUCAO;-5253,4207;-117476,4214;-5253,4207
abril;704;ROLANDIA - AB. AVES;67867;SACO MAT DIR PEBD MONOCAMADA;100;LINHA DE PRODUCAO;-166856;-31550,29175;-166856
abril;704;ROLANDIA - AB. AVES;67929;FILME PEBDL 963925 DRUMET CG;100;LINHA DE PRODUCAO;-253,502;-4584,570322;-253,502
abril;704;ROLANDIA - AB. AVES;67930;ENZIMA TG-TRANSGLUTAMINASE;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-567,26;-17095,34458;-567,26
abril;704;ROLANDIA - AB. AVES;67942;SACO MATERIAL DIRETO PE BD P;100;LINHA DE PRODUCAO;-12626;-12220,12831;-12626
abril;704;ROLANDIA - AB. AVES;67947;FILME PEBDL 490MM COXAS;100;LINHA DE PRODUCAO;-27,3295;-538,3185409;-27,3295
abril;704;ROLANDIA - AB. AVES;67948;FILME PEBDL SOBRECOXA CG;100;LINHA DE PRODUCAO;-206,3294;-4129,640303;-206,3294
abril;704;ROLANDIA - AB. AVES;67986;AROM IDEN NAT P SALSICHA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-2787,31;-170695,0858;-2787,31
abril;704;ROLANDIA - AB. AVES;68238;FILME PL PE BD INCOL;100;LINHA DE PRODUCAO;-269,5978;-6534,240235;-269,5978
abril;704;ROLANDIA - AB. AVES;68317;"POTE DESCARTAVEL;100ML;CX 10";17;REFEITORIO;-10;-424,15;-10
abril;704;ROLANDIA - AB. AVES;68498;BATTER COXINHA TRADICIONAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1740;-15432,62371;-1740
abril;704;ROLANDIA - AB. AVES;68502;BREADER COXINHA TRADICIONAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-7360;-81632,1833;-7360
abril;704;ROLANDIA - AB. AVES;68920;FL FD 313X0,170 MM;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-70693,61;-90552,78796;-70693,61
abril;704;ROLANDIA - AB. AVES;69050;FILME PL PE BD 31454 INCOLOR;100;LINHA DE PRODUCAO;-3273,3191;-76522,21621;-3273,3191
abril;704;ROLANDIA - AB. AVES;69064;ETIQUETA ADES BOPP TR 43032;100;LINHA DE PRODUCAO;-7046;-306,734364;-7046
abril;704;ROLANDIA - AB. AVES;69065;ETIQUETA ADES BOPP TR 43033;100;LINHA DE PRODUCAO;-5184;-239,912617;-5184
abril;704;ROLANDIA - AB. AVES;69066;ETIQUETA ADES BOPP TR 43035;100;LINHA DE PRODUCAO;-9648;-418,097241;-9648
abril;704;ROLANDIA - AB. AVES;69067;ETIQUETA ADES BOPP TR 43037;100;LINHA DE PRODUCAO;-19496;-790,4048594;-19496
abril;704;ROLANDIA - AB. AVES;69068;ETIQUETA ADES BOPP TR 43038;100;LINHA DE PRODUCAO;-40808;-1636,724237;-40808
abril;704;ROLANDIA - AB. AVES;69069;ETIQUETA ADES BOPP TR 43039;100;LINHA DE PRODUCAO;-6600;-289,0069281;-6600
abril;704;ROLANDIA - AB. AVES;69070;ETIQUETA ADES BOPP TR 43042;100;LINHA DE PRODUCAO;-17080;-736,2699281;-17080
abril;704;ROLANDIA - AB. AVES;69071;ETIQUETA ADES BOPP TR 961965;100;LINHA DE PRODUCAO;-17980;-739,3406452;-17980
abril;704;ROLANDIA - AB. AVES;69073;ETIQUETA ADES BOPP TR 961957;100;LINHA DE PRODUCAO;-14160;-605,8031722;-14160
abril;704;ROLANDIA - AB. AVES;69074;FILME POF TRAMSP IMP RF BIG;100;LINHA DE PRODUCAO;-102017,2;-24218,64864;-102017,2
abril;704;ROLANDIA - AB. AVES;69220;FILME PL PEBDL 962201 BIG TR;100;LINHA DE PRODUCAO;-4253,2284;-73707,0438;-4253,2284
abril;704;ROLANDIA - AB. AVES;69222;FILME PL PEBDL 962295 BIG TR;100;LINHA DE PRODUCAO;-96,1172;-1595,586015;-96,1172
abril;704;ROLANDIA - AB. AVES;69231;ETIQ AD PEBD BOPP TR 961973;100;LINHA DE PRODUCAO;-19432;-861,5071976;-19432
abril;704;ROLANDIA - AB. AVES;69233;ETIQUETA ADES BOPP TR 43041;100;LINHA DE PRODUCAO;-8744;-453,395231;-8744
abril;704;ROLANDIA - AB. AVES;69240;ETIQUETA ADES BOPP TR 961990;100;LINHA DE PRODUCAO;-24008;-1423,411878;-24008
abril;704;ROLANDIA - AB. AVES;69381;FILME PL PEBDL 962198 TRANSP;100;LINHA DE PRODUCAO;-179,1084;-3503,604428;-179,1084
abril;704;ROLANDIA - AB. AVES;69383;FILME PL PEBDL 962236 TRANSP;100;LINHA DE PRODUCAO;-979,9335;-16090,85094;-979,9335
abril;704;ROLANDIA - AB. AVES;69384;FILME PL PEBDL 962244 TRANSP;100;LINHA DE PRODUCAO;-402,9711;-6609,94304;-402,9711
abril;704;ROLANDIA - AB. AVES;69386;FILME PL PEBDL 962180 TRANSP;100;LINHA DE PRODUCAO;-16,2185;-312,5329573;-16,2185
abril;704;ROLANDIA - AB. AVES;69387;FILME PL PEBDL 962260 TRANSP;100;LINHA DE PRODUCAO;-105,0901;-1735,178831;-105,0901
abril;704;ROLANDIA - AB. AVES;69403;FILME PL PEBDL 962287 TR BIG;100;LINHA DE PRODUCAO;-434,1168;-7887,394029;-434,1168
abril;704;ROLANDIA - AB. AVES;69404;FILME PL PEBDL 962279 TR BIG;100;LINHA DE PRODUCAO;-358,2594;-6465,691031;-358,2594
abril;704;ROLANDIA - AB. AVES;69468;SACO MAT DIR POLIETILENO BAI;100;LINHA DE PRODUCAO;-516;-293,1738624;-516
abril;704;ROLANDIA - AB. AVES;69480;OLEO DE MILHO COM TBHQ;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-154063,16;-1101669,682;-154063,16
abril;704;ROLANDIA - AB. AVES;69572;SACO MATERIAL DIRETO PE BD S;100;LINHA DE PRODUCAO;-3352;-1921,956821;-3352
abril;704;ROLANDIA - AB. AVES;69577;SACO PEBD 54969;100;LINHA DE PRODUCAO;-12328;-5222,812519;-12328
abril;704;ROLANDIA - AB. AVES;69613;FILME PL PEBDL 964328 TRANSP;100;LINHA DE PRODUCAO;-30,8124;-603,5680638;-30,8124
abril;704;ROLANDIA - AB. AVES;69614;FILME PL PEBDL 962120 TRANSP;100;LINHA DE PRODUCAO;-793,8057;-15082,18563;-793,8057
abril;704;ROLANDIA - AB. AVES;69820;FILME PL PEBDL  TRANSP;100;LINHA DE PRODUCAO;-601,3396;-10931,5459;-601,3396
abril;704;ROLANDIA - AB. AVES;69822;FILME PL PEBDL TRANSP;100;LINHA DE PRODUCAO;-597,461;-11392,37818;-597,461
abril;704;ROLANDIA - AB. AVES;69823;FILME PL PEBDL  TRANSP;100;LINHA DE PRODUCAO;-285,1103;-5118,958727;-285,1103
abril;704;ROLANDIA - AB. AVES;69826;FILME PL PEBDL 962104 TRANSP;100;LINHA DE PRODUCAO;-455,3903;-8236,69447;-455,3903
abril;704;ROLANDIA - AB. AVES;69827;FILME PL PEBDL 962147 TRANSP;100;LINHA DE PRODUCAO;-172,8962;-4041,353492;-172,8962
abril;704;ROLANDIA - AB. AVES;69829;FILME PL PEBDL 964140 TRANSP;100;LINHA DE PRODUCAO;-211,3659;-3458,412127;-211,3659
abril;704;ROLANDIA - AB. AVES;69830;FILME PL PEBDL 964425 TRANSP;100;LINHA DE PRODUCAO;-7,6322;-136,9314643;-7,6322
abril;704;ROLANDIA - AB. AVES;69832;FILME PL PEBDL 964336 TRANSP;100;LINHA DE PRODUCAO;-235,1911;-4652,853805;-235,1911
abril;704;ROLANDIA - AB. AVES;69967;FILME PL PEBDL 962112 TRANSP;100;LINHA DE PRODUCAO;-35,8637;-724,6820125;-35,8637
abril;704;ROLANDIA - AB. AVES;70118;ESTRADO MATERIAL MADEIRA COR;100;LINHA DE PRODUCAO;-6401,8224;-204030,9302;-6401,8224
abril;704;ROLANDIA - AB. AVES;70128;SACO MATERIAL DIRETO PE BD S;100;LINHA DE PRODUCAO;-18016;-10472,05835;-18016
abril;704;ROLANDIA - AB. AVES;70168;SACO MATERIAL DIRETO PE BD S;100;LINHA DE PRODUCAO;-3722;-2270,191879;-3722
abril;704;ROLANDIA - AB. AVES;70169;SACO MATERIAL DIRETO PE BD S;100;LINHA DE PRODUCAO;-13362;-7413,655296;-13362
abril;704;ROLANDIA - AB. AVES;70184;BREADER ISCAS APIMENTADAS;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-4360;-52762,07509;-4360
abril;704;ROLANDIA - AB. AVES;70373;FILME PL PE BD INCOLO;100;LINHA DE PRODUCAO;0,0668;1,58891732;0,0668
