Mês Movimento;Cd Filial;Nm Filial;Cd Item;Nm Item;Cd Local Estoque;Ds Local Estoque;Qt Movimento;Vl Movimento;soma quantidade movimento
dezembro;704;ROLANDIA - AB. AVES;24131;TAMPA PAP C/IMP PAP KRA/TEST;100;LINHA DE PRODUCAO;148;2292,850343;148
dezembro;704;ROLANDIA - AB. AVES;24470;MOLA DO MARTELO 2099;5;MANUTENÇÃO MECANICA;-1;-12,17923077;-1
dezembro;704;ROLANDIA - AB. AVES;25367;GENGIBRE PO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-296,83;-9636,230369;-296,83
dezembro;704;ROLANDIA - AB. AVES;25821;GOMA XANTANA;100;LINHA DE PRODUCAO;-0,0038;-0,38;-0,0038
dezembro;704;ROLANDIA - AB. AVES;26367;SENSOR MAGNETICO PARA TERMOF;619;MANUTENÇÃO ELÉTRICA;-2;-1368,88;-2
dezembro;704;ROLANDIA - AB. AVES;26643;SACO MAT DIR POLIETILENO BAI;100;LINHA DE PRODUCAO;-37355;-20528,03416;-37355
dezembro;704;ROLANDIA - AB. AVES;34410;FACA INOX CABO AMARELO MUNDI;13;AUXILIARES DA INDUSTRIA;-18;-194,8800001;-18
dezembro;704;ROLANDIA - AB. AVES;34940;PARAFUSO PANELA DISPOSIT APE;5;MANUTENÇÃO MECANICA;-190;-79,077272;-190
dezembro;704;ROLANDIA - AB. AVES;44960;GOMA XANTANA MAIO;100;LINHA DE PRODUCAO;-154,9671;-5378,383532;-154,9671
dezembro;704;ROLANDIA - AB. AVES;55784;"ROLAMENTO FIXO ESF;25X47X12M";5;MANUTENÇÃO MECANICA;-14;-215,1219623;-14
dezembro;704;ROLANDIA - AB. AVES;56886;CONDIMENTO AMERICAN STYLE;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-217,07;-5628,012984;-217,07
dezembro;704;ROLANDIA - AB. AVES;58121;"ADITIVO P/SECAGEM LOUCAS;ECO";17;REFEITORIO;-10;-2701,46306;-10
dezembro;704;ROLANDIA - AB. AVES;59404;ADESIVO INDUSTRIAL CONTAT BI;6;MANUTENÇÃO HIDRAULICA E CIVIL;-3;-194,9933333;-3
dezembro;704;ROLANDIA - AB. AVES;60150;"CORREIA SINCRONIZADORA;PASSO";299;ITENS CRITICOS;-2;-543,1566667;-2
dezembro;704;ROLANDIA - AB. AVES;60386;"REPARO;BUSCH/0992573694";299;ITENS CRITICOS;-7;-25283,62254;-7
dezembro;704;ROLANDIA - AB. AVES;62080;"GEL ALCOOLICO;ANTI-SEPTICO;I";616;DETERGENTES INDUSTRIAIS;-2;-932,7946667;-2
dezembro;704;ROLANDIA - AB. AVES;63143;ADESIVO HOT-MELT TERMOPLAST;100;LINHA DE PRODUCAO;-3802,9897;-86216,42352;-3802,9897
dezembro;704;ROLANDIA - AB. AVES;63157;SACO MATERIAL DIRETO PE BD P;100;LINHA DE PRODUCAO;-4899;-4522,946048;-4899
dezembro;704;ROLANDIA - AB. AVES;63262;MIX CONDIMENTO PREPARADO BIG;100;LINHA DE PRODUCAO;-11356,2416;-93734,4017;-11356,2416
dezembro;704;ROLANDIA - AB. AVES;63596;ACIKOBRA;16;MEDICAMENTOS M-TECH;-660;-32341,37505;-660
dezembro;704;ROLANDIA - AB. AVES;63629;CAVACO A SERINGUEIRA SECO UM;15;LENHA;-160,27;-31528,25976;-160,27
dezembro;704;ROLANDIA - AB. AVES;63903;ML MAN PDO S/IMP 382X315X255;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1863;-8373,584183;-1863
dezembro;704;ROLANDIA - AB. AVES;64336;DETERGENTE ALCALINO;16;MEDICAMENTOS M-TECH;-20;-1257,153889;-20
dezembro;704;ROLANDIA - AB. AVES;64363;RATICIDA;16;MEDICAMENTOS M-TECH;-126;-2116,838833;-126
dezembro;704;ROLANDIA - AB. AVES;64655;FITA ADESIVA MD BOPP 371 3M;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-554371,77;-53097,06734;-554371,77
dezembro;704;ROLANDIA - AB. AVES;64674;FILME PL PEBD/PEBDL;100;LINHA DE PRODUCAO;-3842,6281;-91374,31125;-3842,6281
dezembro;704;ROLANDIA - AB. AVES;64821;PROTEINA TEXTURIZADA DE SOJA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-101595,3;-678707,3888;-101595,3
dezembro;704;ROLANDIA - AB. AVES;65425;FECULA DE MANDIOCA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-23036,27;-69158,14601;-23036,27
dezembro;704;ROLANDIA - AB. AVES;65432;CP MAN PDO S/IMP 100X830 MM;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1633,8;-3404,290456;-1633,8
dezembro;704;ROLANDIA - AB. AVES;65451;SAL REFINADO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-27998,49;-29319,38639;-27998,49
dezembro;704;ROLANDIA - AB. AVES;66208;DILUENTE V705-D SOLSET;612;AUXILIARES PRODUÇÃO;-35;-11550,48992;-35
dezembro;704;ROLANDIA - AB. AVES;67196;BREADING TEMPURA MI;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-26983,62;-260780,7151;-26983,62
dezembro;704;ROLANDIA - AB. AVES;67197;MILKWASH MI;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1653,94;-16818,05908;-1653,94
dezembro;704;ROLANDIA - AB. AVES;67464;SACO MATERIAL DIRETO PE BD P;100;LINHA DE PRODUCAO;-115888;-106528,8392;-115888
dezembro;704;ROLANDIA - AB. AVES;67633;ANTI-INCRUSTANTE LIQUIDO 50L;614;DEPOSITO DE QUIMICO;-700;-23101,616;-700
dezembro;704;ROLANDIA - AB. AVES;67635;BIOCIDA LIQUIDO BOMBONA 25L;614;DEPOSITO DE QUIMICO;-5;-956,4656391;-5
dezembro;704;ROLANDIA - AB. AVES;67797;BREADER KFM-11;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-21347,27;-186384,8532;-21347,27
dezembro;704;ROLANDIA - AB. AVES;67859;FILME PL PE BD INCOL;100;LINHA DE PRODUCAO;-4369,7141;-77885,11414;-4369,7141
dezembro;704;ROLANDIA - AB. AVES;67867;SACO MAT DIR PEBD MONOCAMADA;100;LINHA DE PRODUCAO;-173683;-27822,86799;-173683
dezembro;704;ROLANDIA - AB. AVES;67923;FILME PEBDL COXAS/SOBR CG;100;LINHA DE PRODUCAO;-21,874;-423,6156164;-21,874
dezembro;704;ROLANDIA - AB. AVES;67929;FILME PEBDL 963925 DRUMET CG;100;LINHA DE PRODUCAO;-121,3164;-2460,062953;-121,3164
dezembro;704;ROLANDIA - AB. AVES;67930;ENZIMA TG-TRANSGLUTAMINASE;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-507,77;-63052,7057;-507,77
dezembro;704;ROLANDIA - AB. AVES;67942;SACO MATERIAL DIRETO PE BD P;100;LINHA DE PRODUCAO;-8710,856;-8648,41544;-8710,856
dezembro;704;ROLANDIA - AB. AVES;67947;FILME PEBDL 490MM COXAS;100;LINHA DE PRODUCAO;-53,6315;-1056,408378;-53,6315
dezembro;704;ROLANDIA - AB. AVES;67948;FILME PEBDL SOBRECOXA CG;100;LINHA DE PRODUCAO;-128,8707;-2579,320441;-128,8707
dezembro;704;ROLANDIA - AB. AVES;67978;HIPOCLORITO DE SODIO 6;9;PRODUTOS QUIMICOS INDUSTRIAIS;-3000;-19084,82478;-3000
dezembro;704;ROLANDIA - AB. AVES;67986;AROM IDEN NAT P SALSICHA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-2709,16;-169883,9304;-2709,16
dezembro;704;ROLANDIA - AB. AVES;68238;FILME PL PE BD INCOL;100;LINHA DE PRODUCAO;-371,4332;-7757,692659;-371,4332
dezembro;704;ROLANDIA - AB. AVES;68317;"POTE DESCARTAVEL;100ML;CX 10";17;REFEITORIO;-50;-2120,75;-50
dezembro;704;ROLANDIA - AB. AVES;68317;"POTE DESCARTAVEL;100ML;CX 10";625;REFEITORIO;-8;-339,32;-8
dezembro;704;ROLANDIA - AB. AVES;68498;BATTER COXINHA TRADICIONAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1702,72;-14998,32481;-1702,72
dezembro;704;ROLANDIA - AB. AVES;68502;BREADER COXINHA TRADICIONAL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-4280,56;-45716,0807;-4280,56
dezembro;704;ROLANDIA - AB. AVES;68503;BREADER COXINHA APIMENTADA;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-2020;-22044,92696;-2020
dezembro;704;ROLANDIA - AB. AVES;68587;TINTA IMPRESSAO ESTADO FISIC;612;AUXILIARES PRODUÇÃO;-1;-2734,639807;-1
dezembro;704;ROLANDIA - AB. AVES;68920;FL FD 313X0,170 MM;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-121450,78;-145283,1345;-121450,78
dezembro;704;ROLANDIA - AB. AVES;69050;FILME PL PE BD 31454 INCOLOR;100;LINHA DE PRODUCAO;-3543,5251;-81025,35988;-3543,5251
dezembro;704;ROLANDIA - AB. AVES;69064;ETIQUETA ADES BOPP TR 43032;100;LINHA DE PRODUCAO;-2198;-120,7248803;-2198
dezembro;704;ROLANDIA - AB. AVES;69065;ETIQUETA ADES BOPP TR 43033;100;LINHA DE PRODUCAO;-5616;-315,7592587;-5616
dezembro;704;ROLANDIA - AB. AVES;69066;ETIQUETA ADES BOPP TR 43035;100;LINHA DE PRODUCAO;-11564;-500,1186906;-11564
dezembro;704;ROLANDIA - AB. AVES;69067;ETIQUETA ADES BOPP TR 43037;100;LINHA DE PRODUCAO;-27664;-1186,183951;-27664
dezembro;704;ROLANDIA - AB. AVES;69068;ETIQUETA ADES BOPP TR 43038;100;LINHA DE PRODUCAO;-50072;-2156,0993;-50072
dezembro;704;ROLANDIA - AB. AVES;69069;ETIQUETA ADES BOPP TR 43039;100;LINHA DE PRODUCAO;-12518;-676,1207543;-12518
dezembro;704;ROLANDIA - AB. AVES;69070;ETIQUETA ADES BOPP TR 43042;100;LINHA DE PRODUCAO;-17136;-789,0975782;-17136
dezembro;704;ROLANDIA - AB. AVES;69071;ETIQUETA ADES BOPP TR 961965;100;LINHA DE PRODUCAO;-20768;-960,339149;-20768
dezembro;704;ROLANDIA - AB. AVES;69073;ETIQUETA ADES BOPP TR 961957;100;LINHA DE PRODUCAO;-14240;-789,0732779;-14240
dezembro;704;ROLANDIA - AB. AVES;69074;FILME POF TRAMSP IMP RF BIG;100;LINHA DE PRODUCAO;-85448,48;-22181,5192;-85448,48
dezembro;704;ROLANDIA - AB. AVES;69220;FILME PL PEBDL 962201 BIG TR;100;LINHA DE PRODUCAO;-2739,2558;-46956,68267;-2739,2558
dezembro;704;ROLANDIA - AB. AVES;69222;FILME PL PEBDL 962295 BIG TR;100;LINHA DE PRODUCAO;-225,3099;-4024,407223;-225,3099
dezembro;704;ROLANDIA - AB. AVES;69231;ETIQ AD PEBD BOPP TR 961973;100;LINHA DE PRODUCAO;-16336;-877,8039288;-16336
dezembro;704;ROLANDIA - AB. AVES;69233;ETIQUETA ADES BOPP TR 43041;100;LINHA DE PRODUCAO;-3248;-169,2673738;-3248
dezembro;704;ROLANDIA - AB. AVES;69240;ETIQUETA ADES BOPP TR 961990;100;LINHA DE PRODUCAO;-18306;-754,3563635;-18306
dezembro;704;ROLANDIA - AB. AVES;69381;FILME PL PEBDL 962198 TRANSP;100;LINHA DE PRODUCAO;-144,4748;-2621,812205;-144,4748
dezembro;704;ROLANDIA - AB. AVES;69383;FILME PL PEBDL 962236 TRANSP;100;LINHA DE PRODUCAO;-1214,6425;-21243,89137;-1214,6425
dezembro;704;ROLANDIA - AB. AVES;69384;FILME PL PEBDL 962244 TRANSP;100;LINHA DE PRODUCAO;-621,0647;-11068,07536;-621,0647
dezembro;704;ROLANDIA - AB. AVES;69386;FILME PL PEBDL 962180 TRANSP;100;LINHA DE PRODUCAO;-14,9527;-288,140799;-14,9527
dezembro;704;ROLANDIA - AB. AVES;69387;FILME PL PEBDL 962260 TRANSP;100;LINHA DE PRODUCAO;-229,1248;-4181,734798;-229,1248
dezembro;704;ROLANDIA - AB. AVES;69403;FILME PL PEBDL 962287 TR BIG;100;LINHA DE PRODUCAO;-516,9928;-9306,486504;-516,9928
dezembro;704;ROLANDIA - AB. AVES;69404;FILME PL PEBDL 962279 TR BIG;100;LINHA DE PRODUCAO;-378,7816;-6558,061936;-378,7816
dezembro;704;ROLANDIA - AB. AVES;69480;OLEO DE MILHO COM TBHQ;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-177405,7;-1328098,136;-177405,7
dezembro;704;ROLANDIA - AB. AVES;69577;SACO PEBD 54969;100;LINHA DE PRODUCAO;-11081;-4993,019626;-11081
dezembro;704;ROLANDIA - AB. AVES;69613;FILME PL PEBDL 964328 TRANSP;100;LINHA DE PRODUCAO;-38,6765;-757,62021;-38,6765
dezembro;704;ROLANDIA - AB. AVES;69614;FILME PL PEBDL 962120 TRANSP;100;LINHA DE PRODUCAO;-813,8557;-13404,35927;-813,8557
dezembro;704;ROLANDIA - AB. AVES;69820;FILME PL PEBDL  TRANSP;100;LINHA DE PRODUCAO;-804,3265;-16290,47592;-804,3265
dezembro;704;ROLANDIA - AB. AVES;69822;FILME PL PEBDL TRANSP;100;LINHA DE PRODUCAO;-535,4902;-8843,399407;-535,4902
dezembro;704;ROLANDIA - AB. AVES;69823;FILME PL PEBDL  TRANSP;100;LINHA DE PRODUCAO;-341,0081;-6478,57599;-341,0081
dezembro;704;ROLANDIA - AB. AVES;69826;FILME PL PEBDL 962104 TRANSP;100;LINHA DE PRODUCAO;-479,2998;-7992,286907;-479,2998
dezembro;704;ROLANDIA - AB. AVES;69827;FILME PL PEBDL 962147 TRANSP;100;LINHA DE PRODUCAO;-125,1753;-2384,531654;-125,1753
dezembro;704;ROLANDIA - AB. AVES;69829;FILME PL PEBDL 964140 TRANSP;100;LINHA DE PRODUCAO;3,4286;74,54267248;3,4286
dezembro;704;ROLANDIA - AB. AVES;69830;FILME PL PEBDL 964425 TRANSP;100;LINHA DE PRODUCAO;-174,9141;-3542,954519;-174,9141
dezembro;704;ROLANDIA - AB. AVES;69831;FILME PL PEBDL 962155 TRANSP;100;LINHA DE PRODUCAO;2,59;47,9958408;2,59
dezembro;704;ROLANDIA - AB. AVES;69832;FILME PL PEBDL 964336 TRANSP;100;LINHA DE PRODUCAO;-189,3765;-3620,122509;-189,3765
dezembro;704;ROLANDIA - AB. AVES;69967;FILME PL PEBDL 962112 TRANSP;100;LINHA DE PRODUCAO;-2,5661;-51,85204007;-2,5661
dezembro;704;ROLANDIA - AB. AVES;70118;ESTRADO MATERIAL MADEIRA COR;100;LINHA DE PRODUCAO;-3919,1665;-124501,8402;-3919,1665
dezembro;704;ROLANDIA - AB. AVES;70128;SACO MATERIAL DIRETO PE BD S;100;LINHA DE PRODUCAO;-270;-156,9413718;-270
dezembro;704;ROLANDIA - AB. AVES;70164;SACO MATERIAL DIRETO PE BD S;100;LINHA DE PRODUCAO;-127610;-74087,11573;-127610
dezembro;704;ROLANDIA - AB. AVES;70169;SACO MATERIAL DIRETO PE BD S;100;LINHA DE PRODUCAO;-12143;-6728,933309;-12143
dezembro;704;ROLANDIA - AB. AVES;70184;BREADER ISCAS APIMENTADAS;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-3940;-53586,45332;-3940
dezembro;704;ROLANDIA - AB. AVES;70387;REGULADOR DE ACIDEZ;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-356,44;-3140,09274;-356,44
dezembro;704;ROLANDIA - AB. AVES;70902;FILME PL PEBDL 964271 TRANSP;100;LINHA DE PRODUCAO;-226,6774;-3742,430481;-226,6774
dezembro;704;ROLANDIA - AB. AVES;70903;FILME PL PEBDL 964310 TRANSP;100;LINHA DE PRODUCAO;-476,829;-9984,805404;-476,829
dezembro;704;ROLANDIA - AB. AVES;70924;FILME PL PEBD MONOCAMADA TRA;100;LINHA DE PRODUCAO;-93,7375;-2168,37385;-93,7375
dezembro;704;ROLANDIA - AB. AVES;70929;FILME PL MONOCAMADA TRA;100;LINHA DE PRODUCAO;-199,6235;-3581,538036;-199,6235
dezembro;704;ROLANDIA - AB. AVES;71163;PET - OX RC LIQUIDO - MP;9;PRODUTOS QUIMICOS INDUSTRIAIS;-2000;-107719,56;-2000
dezembro;704;ROLANDIA - AB. AVES;71183;ETIQUETA AD IDENTIFICACAO;100;LINHA DE PRODUCAO;-3752;-76,71190493;-3752
dezembro;704;ROLANDIA - AB. AVES;71184;ETIQUETA AD MW61 SEARA;100;LINHA DE PRODUCAO;-2497;-42,08750442;-2497
dezembro;704;ROLANDIA - AB. AVES;71191;REAGENTE QUIMICO ALCALI LIQU;9;PRODUTOS QUIMICOS INDUSTRIAIS;-16;-9991,390232;-16
dezembro;704;ROLANDIA - AB. AVES;71577;ETIQUETA AD TIPO IMPR FLEX P;100;LINHA DE PRODUCAO;-4018;-62,60044;-4018
dezembro;704;ROLANDIA - AB. AVES;72548;FILME PL POF BDJ SEARA 1KG;100;LINHA DE PRODUCAO;454,7616;119,5299937;454,7616
dezembro;704;ROLANDIA - AB. AVES;72626;CP PALETE  2150X2300X0,100MM;100;LINHA DE PRODUCAO;-408,5285;-3345,962855;-408,5285
dezembro;704;ROLANDIA - AB. AVES;72780;FILME PL POF CORT BDJ 1KG-SU;100;LINHA DE PRODUCAO;-441275,7628;-101597,4811;-441275,7628
dezembro;704;ROLANDIA - AB. AVES;72786;MARINADOR COX TRAD RED SOD;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1149,05;-45022,1593;-1149,05
dezembro;704;ROLANDIA - AB. AVES;72830;FILME PL PEBD LAM TRANSPAREN;100;LINHA DE PRODUCAO;-7275,617;-158620,0026;-7275,617
dezembro;704;ROLANDIA - AB. AVES;72839;FILME PL PE BD 18244 INCOLOR;100;LINHA DE PRODUCAO;-962,0497;-18724,21378;-962,0497
dezembro;704;ROLANDIA - AB. AVES;72883;TP AUT PDO C/IMP 579X375X80;100;LINHA DE PRODUCAO;-217478;-219968,0681;-217478
dezembro;704;ROLANDIA - AB. AVES;73004;FILME PL PEBD LAMINADO;100;LINHA DE PRODUCAO;-36,0732;-796,9784576;-36,0732
dezembro;704;ROLANDIA - AB. AVES;73072;FILME  PEBD LAMIN TRANSP;100;LINHA DE PRODUCAO;-5311,2781;-115602,9952;-5311,2781
dezembro;704;ROLANDIA - AB. AVES;73092;ML MAN PDO 385X285X110 MM;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-178800,32;-499797,2218;-178800,32
dezembro;704;ROLANDIA - AB. AVES;73095;FILME PL PEBD LAM 31647 INCO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-648,54;-17584,73064;-648,54
dezembro;704;ROLANDIA - AB. AVES;73128;ML PDO 392X190X250 MM;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-194106,43;-343808,1387;-194106,43
dezembro;704;ROLANDIA - AB. AVES;73129;FILME TRANSP 502X ESP 0,05MM;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-4779,48;-121934,0133;-4779,48
dezembro;704;ROLANDIA - AB. AVES;73131;CAIXA CARTON MATERIAL PAPEL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-406324;-163724,782;-406324
dezembro;704;ROLANDIA - AB. AVES;73158;ETIQUETA AD TIPO IMPR FLEX P;100;LINHA DE PRODUCAO;-2000;-179,128;-2000
dezembro;704;ROLANDIA - AB. AVES;73167;SACO MATERIAL DIRETO PE BD S;100;LINHA DE PRODUCAO;-37488;-11686,01921;-37488
dezembro;704;ROLANDIA - AB. AVES;73168;ETIQUETA AD TIPO IMPR FLEX P;100;LINHA DE PRODUCAO;-5636;-579,0372105;-5636
dezembro;704;ROLANDIA - AB. AVES;73207;CAIXA CARTON MATERIAL PAPEL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-690043,03;-281383,3207;-690043,03
dezembro;704;ROLANDIA - AB. AVES;73208;SACO MAT DIR POLIETILENO BAI;100;LINHA DE PRODUCAO;-1650;-524,331258;-1650
dezembro;704;ROLANDIA - AB. AVES;73209;SACO MAT DIR POLIETILENO BAI;100;LINHA DE PRODUCAO;-35560;-13674,05863;-35560
dezembro;704;ROLANDIA - AB. AVES;73239;ETIQUETA AD TIPO IMPR FLEX P;100;LINHA DE PRODUCAO;3001;441,80722;3001
dezembro;704;ROLANDIA - AB. AVES;73259;SACO MAT DIR POLIETILENO BAI;100;LINHA DE PRODUCAO;-1573492;-445726,152;-1573492
dezembro;704;ROLANDIA - AB. AVES;73323;FL TP IMP  295X0,07 572462;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-57277,66;-35715,86793;-57277,66
dezembro;704;ROLANDIA - AB. AVES;73749;ETIQUETA AD TIPO IMPR FLEX P;100;LINHA DE PRODUCAO;-5023;-567,4076444;-5023
dezembro;704;ROLANDIA - AB. AVES;73760;MLPDO C/IMP 392X190X230  MM;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-18807;-48496,5845;-18807
dezembro;704;ROLANDIA - AB. AVES;73791;FILME PL PEBD/PEBDL;100;LINHA DE PRODUCAO;9,9981;216,883491;9,9981
dezembro;704;ROLANDIA - AB. AVES;73794;TP PDO S/IMP 440X320X127;100;LINHA DE PRODUCAO;-2515;-4397,437989;-2515
dezembro;704;ROLANDIA - AB. AVES;73960;ETIQUETA AD TIPO IMPR FLEX P;100;LINHA DE PRODUCAO;-22547;-2147,141791;-22547
dezembro;704;ROLANDIA - AB. AVES;74075;MARINADOR KARAAGUE MI;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1037;-23252,46442;-1037
dezembro;704;ROLANDIA - AB. AVES;74088;FL TP IMP  295X0,07 726958;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-66534,99;-39404,37459;-66534,99
dezembro;704;ROLANDIA - AB. AVES;74142;ALHO EM PO PURO IRRADIADO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-44,23;-2238,230193;-44,23
dezembro;704;ROLANDIA - AB. AVES;74143;CEBOLA EM PO IRRADIADO;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-73,52;-2344,572556;-73,52
dezembro;704;ROLANDIA - AB. AVES;74145;PIMENTA BRANCA PO PURA IRRAD;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-20;-1922,215407;-20
dezembro;704;ROLANDIA - AB. AVES;74201;ETIQ AD IMPR FLEX BOPP 15091;100;LINHA DE PRODUCAO;-1080;-41,9889636;-1080
dezembro;704;ROLANDIA - AB. AVES;74210;ETIQ AD IMPR FLEX BOPP 15849;100;LINHA DE PRODUCAO;-1872;-69,74218692;-1872
dezembro;704;ROLANDIA - AB. AVES;74285;BATTER SEARA IV;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-9320,48;-71155,45697;-9320,48
dezembro;704;ROLANDIA - AB. AVES;74363;FL TP IMP  295X0,07 5487;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-4883,7;-2678,421318;-4883,7
dezembro;704;ROLANDIA - AB. AVES;74364;FL TP IMP  295X0,07;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-5870;-3033,800612;-5870
dezembro;704;ROLANDIA - AB. AVES;74386;CX PAP 385X140X160 ROL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-12166;-19269,17008;-12166
dezembro;704;ROLANDIA - AB. AVES;74512;TR CEL 22,1-22,7X145 74512;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-2885088,5;-494269,1074;-2885088,5
dezembro;704;ROLANDIA - AB. AVES;75064;ANT ESP MONO E DIGLICERIDEOS;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-21,09;-758,4954267;-21,09
dezembro;704;ROLANDIA - AB. AVES;75133;MAR COXINHA APIM S PROT;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-296,52;-12440,37396;-296,52
dezembro;704;ROLANDIA - AB. AVES;75328;FILME PL PEBD/PEBDL  TR;100;LINHA DE PRODUCAO;-467,331;-9954,773546;-467,331
dezembro;704;ROLANDIA - AB. AVES;75348;ETIQUETA AD TIPO IMPR FLEX P;100;LINHA DE PRODUCAO;-3412;-440,9394086;-3412
dezembro;704;ROLANDIA - AB. AVES;75398;FL TP IMP  295X0,07 996102;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-3727,87;-2141,005023;-3727,87
dezembro;704;ROLANDIA - AB. AVES;75399;FL TP IMP  295X0,07 995699;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-3676,05;-2036,041977;-3676,05
dezembro;704;ROLANDIA - AB. AVES;75405;CX PAP 385X140X160 ROL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-4862;-15657,31661;-4862
dezembro;704;ROLANDIA - AB. AVES;75406;CX PAP 385X140X160 ROL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-4688;-10841,77723;-4688
dezembro;704;ROLANDIA - AB. AVES;75552;FILME PL PEBD/PEBDL;100;LINHA DE PRODUCAO;-68,5366;-1652,703742;-68,5366
dezembro;704;ROLANDIA - AB. AVES;75553;TP AUT BCO IMP 440X320X127MM;100;LINHA DE PRODUCAO;-1438;-2173,555643;-1438
dezembro;704;ROLANDIA - AB. AVES;75968;CARTUCHO TINTA;13;AUXILIARES DA INDUSTRIA;-2;-3557,181417;-2
dezembro;704;ROLANDIA - AB. AVES;75992;DILUENTE P/IMPRESSORA;13;AUXILIARES DA INDUSTRIA;-13;-6524,213915;-13
dezembro;704;ROLANDIA - AB. AVES;76046;CAIXA CARTON MATERIAL PAPEL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-1027912;-356379,6022;-1027912
dezembro;704;ROLANDIA - AB. AVES;76119;FILME PL POLIETILENO BAIXA D;100;LINHA DE PRODUCAO;-1388,4623;-30111,52818;-1388,4623
dezembro;704;ROLANDIA - AB. AVES;76133;SERRAGEM P/ DEFUMACAO PRODUT;600;ADITIVOS E CONDIMENTOS;-7420;-27277,92882;-7420
dezembro;704;ROLANDIA - AB. AVES;76281;FILME PL PEBD LAM 998042 TRA;100;LINHA DE PRODUCAO;-184,3784;-4519,49763;-184,3784
dezembro;704;ROLANDIA - AB. AVES;76404;FILME PLAST PEBD/PEBDL;101;LINHA DE PRODUCAO ALIMENTOS PREPARADOS;-889,91;-26459,73465;-889,91
dezembro;704;ROLANDIA - AB. AVES;76445;SACO PE 340X520X0,12MM;100;LINHA DE PRODUCAO;-39103;-13589,00199;-39103
dezembro;704;ROLANDIA - AB. AVES;76447;FD AUT PDO S/IMP 430X305X140;100;LINHA DE PRODUCAO;-166;-371,7127444;-166
dezembro;704;ROLANDIA - AB. AVES;76486;TP PDO C/IMP 440X320X127;100;LINHA DE PRODUCAO;-235093;-232918,9259;-235093
dezembro;704;ROLANDIA - AB. AVES;76515;LIQUIDO ARREFECIMENTIO;606;COMBUSTIVEIS E LUBRIFICANTES;-1;-69,29;-1
dezembro;704;ROLANDIA - AB. AVES;76625;"PLACA PETRIFILM;CX C/500UN;N";19;MATERIAIS DE LABORATÓRIO;-2;-8162,29;-2
dezembro;704;ROLANDIA - AB. AVES;76705;"SUCO;LARANJA;LIQUIDO;GARRAFA";625;REFEITORIO;-4;-59,8;-4
dezembro;704;ROLANDIA - AB. AVES;76711;ETIQ BOPP IMP 105X95MM N/AD;100;LINHA DE PRODUCAO;-59478;-5398,808141;-59478
