cod_filial;nome_filial;LC_ESTOQUE;NOME_ESTOQUE;cod_item;nome_item;prateleira;divisao;reparticao;EST_MAX;EST_MIN;lead_time;cod_fornecedor;equipamento;especificacao;locais_aplicacao
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;554121;BOTOEIRA COMANDO VAZIA MATER;;;;;;45 DIAS;;;BOTOEIRA COMANDO VAZIA MATERIAL TERMOPLASTICO COR CINZA PROTECAO IP69K 1 FURO FURACAO 2203MM LARGURA 8500MM ALTURA 8500MM PROFUNDIDADE 6400MM3SU18010AA000AB1 SIEMENS;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;557754;CONTATOR PRINCIPAL 3 POLOS T;;;;;;45 DIAS;;;CONTATOR PRINCIPAL 3 POLOS TERM PARAF TENS COMUT 24V CC CORRENTE 12A CONTATO 1NACWC0121030 WEG;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;557999;FRASCO GRADUADO MATERIAL TER;5;4;4;5;1;45 DIAS;;;FRASCO GRADUADO MATERIAL TERMOPLASTICO COR TRANSLUCIDA CTAMPA TERMOPLASTICO PRETA CAPACIDADE 6L0777 AVIFAG;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;558202;VOLANTE C/CANAL APLICACAO IN;1;1;1;0;0;45 DIAS;;;VOLANTE CCANAL APLICACAO INCUBADORA14494 COOPERMAQ;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;567768;"DISJUNTOR TRIPOL;23,0-28,0 A";3;4;3;5;2;45 DIAS;;;DISJUNTOR TRIPOL230280 A690VTERMOSIEMENS3RV20214NA10;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;567872;SELO MECANICO APLICACAO BOMB;7;4;3;3;1;45 DIAS;;;SELO MECANICO APLICACAO BOMBA HELICOIDAL8016167 NETZSCH;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;570893;CAIXA DESCARGA PE AD BRANCO ;;;;;;45 DIAS;;;CAIXA DESCARGA PE AD BRANCO CAPACIDADE 9 L;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;573818;RELE TENS COMUT 24V CA CC 6,;;;;;;45 DIAS;;;RELE TENS COMUT 24V CA CC 60A FREQ 5060HZ CONTAT NAF C1LED12604116 BTWR P16E26 WEG;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;575778;ROLAMENTO ESFERA RIGIDO CARG;;;;;;45 DIAS;;;ROLAMENTO ESFERA RIGIDO CARGA AXIAL UMA CARREIRA MATERIAL GAIOLA ACO FURO CILINDRICO DIAMETRO INTERNO 4500MM DIAMETRO EXTERNO 8500MM LARGURA 4920MM;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;575811;ROLAMENTO ESFERA RIGIDO CARG;;;;;;45 DIAS;;;ROLAMENTO ESFERA RIGIDO CARGA RADIAL UMA CARREIRA MATERIAL GAIOLA ACO INOX FURO CILINDRICO DIAMETRO INTERNO 1500MM DIAMETRO EXTERNO 3200MM LARGURA 900MM PROT CBLIND DUPL FOLGA NORMAL6002 SKF;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;576792;RESISTENCIA TENSAO 220V POTE;2;3;4;20;5;45 DIAS;;;RESISTENCIA TENSAO 220V POTENCIA 7500W APLICACAO CHUVEIRO3055 LORENZETTI;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;576802;"ESTATOR;NETZSCH/NDB4955090";5D;1;6;3;1;45 DIAS;;;ESTATORNETZSCHNDB4955090;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;583490;LUMINARIA EMERG MATERIAL ACR;;;;;;45 DIAS;;;LUMINARIA EMERG MATERIAL ACRILONITRILA BUTADIENO ESTIRENO VERMELHA 220V TIPO LAMPADA LED SMD QUANTIDADE LAMPADA 2 FAROIS POTENCIA LAMPADA 18W AUTONOMIA 7H IP66 IP68 COMPRIMENTO 33000MM LARGURA 25400MM ALTURA 9600MMLE2F SPOT LIGHT;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;585472;ELEMENTO FILTRANTE MATERIAL ;;;;;;45 DIAS;;;ELEMENTO FILTRANTE MATERIAL POLIESTER DIAMETRO 3POL APLICACAO BOMBA VACUO730513ZVF100POLYBR GARDNER DENVER;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;588919;CONTATOR AUXILIAR 25A 110V 6;3;4;2;10;2;45 DIAS;;;CONTATOR AUXILIAR 25A 110V 60HZ 1NA 1NFLC1D09F7 SCHNEIDER;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;589698;FONTE ALIMENTACAO MICROCONTR;;;;;;45 DIAS;;;FONTE ALIMENTACAO MICROCONTROLADA TENSAO ENTRADA 110220VSLF04C SPOT LIGHT;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;590222;DISJUNTOR TRIP 50A 4,5KA 380;4;1;2;0;0;45 DIAS;;;DISJUNTOR TRIP 50A 45KA 380440VC50A3P SIEMENS;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;596084;REFLETOR LED RETANGULAR PRAT;1;3;1;5;2;45 DIAS;;;REFLETOR LED RETANGULAR PRATA 100240V 6500K IP65 LARG 43000MM ALT 31500MM PROF 4500MM03383 OUROLUX POTENCIA 200W;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;597127;FECHADURA MATERIAL ACO INOX ;;;;;;45 DIAS;;;FECHADURA MATERIAL ACO INOX APLICACAO PORTA103170 ISOBLOCK;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;598598;DISJUNTOR TERMOMAG 3 POLOS 4;;;;;;45 DIAS;;;DISJUNTOR TERMOMAG 3 POLOS 40A 3KA C 230V IEC 609472MDWC403 WEG;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;602259;"TOMADA BLINDADA;EMBUTIR;2P+T";;;;;;45 DIAS;;;TOMADA BLINDADAEMBUTIR2PT200250V16ACIRCSCAME4181663;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;602267;"TOMADA BLINDADA;EMBUTIR;3P+T";;;;;;45 DIAS;;;TOMADA BLINDADAEMBUTIR3PT380415V32ACIRCSCAME4183266;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;624870;VACINADORA SPRAY COM BICO IN;;;;;;45 DIAS;;;VACINADORA SPRAY COM BICO INLEQUE;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;636192;"FECHO;COOPERMAQ/18896";5;4;1;20;5;45 DIAS;;;FECHOCOOPERMAQ18896;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;646518;"CORREIA TRANSP SEM-FIM;MULTI";;;;;;45 DIAS;;;CORREIA TRANSP SEMFIMMULTIBELT13MMX1829MM;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;650282;"BICO;LIGA/11171";6;4;2;20;5;45 DIAS;;;BICOLIGA11171;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;662354;"FUSIVEL TP;FIBRA DE VIDRO;14";;;;;;45 DIAS;;;FUSIVEL TPFIBRA DE VIDRO14X160MM05A15KV;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;665849;"SENSOR MAGNETICO P/CILINDRO;";;;;;;45 DIAS;;;SENSOR MAGNETICO PCILINDROSMCDM9PAL;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;679521;"CAPA P/PROTEÇAO;POLICARBONAT";;;;;;45 DIAS;;;CAPA PPROTEÇAOPOLICARBONATO254X18415X4445MM;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;681086;"MODULO SENSOR CO2;NDIR;400 A";;;;;;45 DIAS;;;MODULO SENSOR CO2NDIR400 A 10000 PPMSENSIRIONSCD30;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;683261;"CORREIA V PERFIL;AX;1/2X5/16";;;;;;45 DIAS;;;CORREIA V PERFILAX12X516X33POLAXS32;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;690021;"VALVULA SOLENOIDE;5/2 VIAS;C";;;;;;45 DIAS;;;VALVULA SOLENOIDE52 VIASCONEXAO 38METAL WORK7040021100;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;695479;"ANEL ELASTICO;RETENÇAO EXTER";;;;;;45 DIAS;;;ANEL ELASTICORETENÇAO EXTERNO12MMACO MOLA FOSF DIN 471;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;700562;"SENSOR;CATERPILLAR/1611705";;;;;;45 DIAS;;;SENSORCATERPILLAR1611705;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;707840;"EMENDA;ABA UNILATERAL;P/CORR";;;;;;45 DIAS;;;EMENDAABA UNILATERALPCORR SIMPLES34POLANSIASA60;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;708446;"CHAVE COMUTADORA;CODIGO BINA";3;4;3;4;2;45 DIAS;;;CHAVE COMUTADORACODIGO BINARIO7 POLOS440V20A;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;709819;"CHAVE DE SEGURANCA;3NF/1NA;W";;;;;;45 DIAS;;;CHAVE DE SEGURANCA3NF1NAWEGCECML22AE26;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;713044;"FECHO LINGUETA;FECHO MANOPLA";;;;;;45 DIAS;;;FECHO LINGUETAFECHO MANOPLA CTRAVA PCADEADOTASCO286132C;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;730369;"CORREIA V PERFIL;AX;1/2X5/16";;;;;;45 DIAS;;;CORREIA V PERFILAX12X516X26POLAXS25;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;731984;"FILTRO;ATLAS COPCO/290130030";;;;;;45 DIAS;;;FILTROATLAS COPCO2901300305;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;747378;SIFAO TIPO FLEXIVEL MATERIAL;3;1;1;0;0;45 DIAS;;;SIFAO TIPO FLEXIVEL MATERIAL POLICLORETO VINILA SEM ACABAMENTO APLICACAO PIA UNIVERSAL;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;751842;"BOMBA ALTA PRESSAO;ALUMINIO;";;;;;;45 DIAS;;;BOMBA ALTA PRESSAOALUMINIOKOJINEKJ2600;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;762288;VEDA FLANGE LOCTITE 574 CURA;2E;3;4;4;1;45 DIAS;;;VEDA FLANGE LOCTITE 574 CURA RAPIDA FOLGA ATE 05MM;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;774603;"ELEMENTO FILTRANTE;PERMUTION";;;;;;45 DIAS;;;ELEMENTO FILTRANTEPERMUTIONSAPF0161;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;778704;"FILTRO;QUIMIS/QA342210C2N";;;;;;45 DIAS;;;FILTROQUIMISQA342210C2N;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;779577;"CORREIA V PERFIL;AX;1/2X5/16";;;;;;45 DIAS;;;CORREIA V PERFILAX12X516X43POLAXS42;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;786946;"TRANSMISSOR PRESSAO;DANFOSS/";;;;;;45 DIAS;;;TRANSMISSOR PRESSAODANFOSS060G6108;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;791564;"CORREIA V PERFIL;DENTADA;17X";;;;;;45 DIAS;;;CORREIA V PERFILDENTADA17X815MMGATESBXS31;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;791766;"GAXETA;SECAO QUADRADA;3/4 PO";;;;;;45 DIAS;;;GAXETASECAO QUADRADA34 POLFIBRA DE VIDPESO TEORICO 5KG;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;792601;"MEMBRANA;PERMUTION/MPIM0983";;;;;;45 DIAS;;;MEMBRANAPERMUTIONMPIM0983;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;798166;"LAMPADA;QUIMIS/QA21238";;;;;;45 DIAS;;;LAMPADAQUIMISQA21238;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;804170;"REPARO;ATLAS COPCO/290135340";;;;;;45 DIAS;;;REPAROATLAS COPCO2901353400;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;804172;"LUMINARIA;ARANDELA;LED 5700K";;;;;;45 DIAS;;;LUMINARIAARANDELALED 5700K 8WSAVE ENERGYSE2602242;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;808272;"REPARO P/VALVULA;ASCO/FV1588";;;;;;45 DIAS;;;REPARO PVALVULAASCOFV158811;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;813429;"LAMPADA GERMICIDA;ULTRA-VIOL";;;;;;45 DIAS;;;LAMPADA GERMICIDAULTRAVIOLETA14WPERMUTIONMPIM0659 ;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;815331;"CORREIA V PERFIL;DENTADA17X1";;;;;;45 DIAS;;;CORREIA V PERFILDENTADA17X1087MMBXS41;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;815475;"CORREIA V PERFIL;AX;1/2X5/16";;;;;;45 DIAS;;;CORREIA V PERFILAX12X516X30MMAXS29;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;819375;"CORREIA V PERFIL;BXS;21/32X1";;;;;;45 DIAS;;;CORREIA V PERFILBXS2132X1332X4280POLGATESBXS39;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;824236;"RESISTENCIA AQUECIMENTO;TUBU";;;;;;45 DIAS;;;RESISTENCIA AQUECIMENTOTUBULAR220380V19KW82X800MM;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;827344;"SENSOR FOTOELET;10-30VDC;0,1";;;;;;45 DIAS;;;SENSOR FOTOELET1030VDC014MOMRONE3FBRP21;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;839231;"ROLAMENTO FIXO ESF;30X62X16M";;;;;;45 DIAS;;;ROLAMENTO FIXO ESF30X62X16MMGAI ACO6206 ZZ C3;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;857375;"PLACA;NOVUS/8803900040";;;;;;45 DIAS;;;PLACANOVUS8803900040;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;859214;SENSOR PROXIMIDADE TIPO INDU;;;;;;45 DIAS;;;SENSOR PROXIMIDADE TIPO INDUTIVO INVOLUCRO METALICO ROSCADO FORMATO TUBULAR DIMENSOES 18X75MM TEMPERATURA OPERACAO 4070 UNIDADE MEDIDA C CONEXAO CONECTOR M12 QUANTIDADE CONDUTOR 4 FIOS 16 MM 1030VCC NA IP67 LED  E2BM18LN16M1B1 OMRON;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;867605;"HELICE;COOPERMAQ/18909";4;1;5;0;0;45 DIAS;;;HELICECOOPERMAQ18909;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;874578;"DISJUNTOR TERM;TRIPOLAR;63A;";;;;;;45 DIAS;;;DISJUNTOR TERMTRIPOLAR63A277VACABBS201C63;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;876237;"SENSOR;CATERPILLAR/1946725";;;;;;45 DIAS;;;SENSORCATERPILLAR1946725;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;887078;"PUXADOR;EMBUTIDO;POLIMERO IN";;;;;;45 DIAS;;;PUXADOREMBUTIDOPOLIMERO INJETADO61X289X1248MM;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;899702;"REDUCAO;C/GRAMPO;P/CORRENTE ";;;;;;45 DIAS;;;REDUCAOCGRAMPOPCORRENTE SIMPLES34POL;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;921210;"CAIXA P/BOTOEIRA;4 FUROS;TER";1;4;3;5;2;45 DIAS;;;CAIXA PBOTOEIRA4 FUROSTERMOSIEMENS3SU18040AA000AB1;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;923314;"ACOPLAMENTO;METTLER TOLEDO/5";;;;;;45 DIAS;;;ACOPLAMENTOMETTLER TOLEDO59902230;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;925073;"SUPORTE;ISOBLOCK/110112";;;;;;45 DIAS;;;SUPORTEISOBLOCK110112;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;936296;"CORREIA V PERFIL;DENTADA;17X";;;;;;45 DIAS;;;CORREIA V PERFILDENTADA17X1925MMGATESBXS76;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;940551;"BATERIA P/ELET;ELET;12V;2,3A";;;;;;45 DIAS;;;BATERIA PELETELET12V23AHRET178X35X60MMSP1223;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;940988;"VALVULA;ATLAS COPCO/22041546";;;;;;45 DIAS;;;VALVULAATLAS COPCO2204154601;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;942549;"DISJUNTOR TRIPOL MOTOR;6,3-1";;;;;;45 DIAS;;;DISJUNTOR TRIPOL MOTOR6310A380415VWEG12429372;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;943780;"SUPRESSOR P/CONTATOR;WEG/AZR";;;;;;45 DIAS;;;SUPRESSOR PCONTATORWEGAZRCC02D53;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;947664;"PERFIL;FRINOX/05020310020001";;;;;;45 DIAS;;;PERFILFRINOX050203100200018;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;953852;"CHAVE COMUTADORA;CODIGO BINA";;;;;;45 DIAS;;;CHAVE COMUTADORACODIGO BINARIO7 POLOS690V20A;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;955729;"FILTRO;ATLAS COPCO/290120795";;;;;;45 DIAS;;;FILTROATLAS COPCO2901207956;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;963469;"DISJUNTOR TERM;TRI;32A;3KA;2";4;4;2;5;2;45 DIAS;;;DISJUNTOR TERMTRI32A3KA250440VCASIEMENS5SL13327MB;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;979926;"MODULO;WEG/10935572";;;;;;45 DIAS;;;MODULOWEG10935572;
787;ROLANDIA - INCUBATORIO;3;MANUTENÇÃO MECANICA;983745;"FILTRO;ELMO RIETSCHLE/ZS1114";;;;;;45 DIAS;;;FILTROELMO RIETSCHLEZS1114498;
787;ROLANDIA - INCUBATORIO;4;COMBUSTIVEIS E LUBRIFICANTES;49827;GRAXA OLEO BR MED 3KG;;;;;;45 DIAS;;;GRAXA LUBRIFICANTE APLICACAO ALIMENTICIA BASE OLEO BRANCO MEDICINAL SABAO COMPLEXO ALUMINIO GRAU 2 TEMPERATURA TRABALHO 20  140 OC FORMA FORNECIMENTO 3 KG PROJETO BUNGE;
787;ROLANDIA - INCUBATORIO;4;COMBUSTIVEIS E LUBRIFICANTES;336643;OLEO DESENGRIPANTE EMBALAGEM;1D;3;2;16;5;45 DIAS;;;OLEO DESENGRIPANTE EMBALAGEM 300ML;
787;ROLANDIA - INCUBATORIO;4;COMBUSTIVEIS E LUBRIFICANTES;361925;FLUIDO CORT BASE SINTETICA N;;;;;;45 DIAS;;;FLUIDO CORT BASE SINTETICA NA EMB 500ML;
787;ROLANDIA - INCUBATORIO;4;COMBUSTIVEIS E LUBRIFICANTES;375085;OLEO LUBRIFICANTE LIQUIDO IN;;;;;;45 DIAS;;;OLEO LUBRIFICANTE LIQUIDO INCOLOR MARROM CLARO ODOR HIDROCARBONETO LEVE BASE MISTURA CADITIVO DENSIDADE 843KGM3 VISCOSIDADE 4045MM2S 40C EMBALAGEM 5L2901170000 ATLAS COPCO;
787;ROLANDIA - INCUBATORIO;4;COMBUSTIVEIS E LUBRIFICANTES;403316;GRAXA LIQUIDA COR AMARELO BA;1;1;1;10;5;45 DIAS;MAREL;;GRAXA LIQUIDA COR AMARELO BASE SINTETICA BICO CBICO DENSIDADE 075 UNIDADE MEDIDA GCM3 FAIXA TEMPERATURA 35A180C FORNECIMENTO EMBALAGEM 500MLHHS 2000 WURTH;
787;ROLANDIA - INCUBATORIO;4;COMBUSTIVEIS E LUBRIFICANTES;421923;OLEO LUBRIFICANTE MINERAL ES;P4;5;1;10;1;45 DIAS;;;OLEO LUBRIFICANTE MINERAL ESTA FISICO LIQ CASTAN CARACTERISTICO CADITIVO DENS 885KGM3 VISCO 15MM2S PONTO FULG 200C PONTO FLUID 18C FORNECIMENTO EMBALAGEM 20LRUBIA 4400 15W 40 TOTAL LUBRIFIICANTES;
787;ROLANDIA - INCUBATORIO;4;COMBUSTIVEIS E LUBRIFICANTES;427789;ANTIOXIDANTE MATERIAL DIRETO;1D;3;2;5;2;45 DIAS;;;ANTIOXIDANTE MATERIAL DIRETO PURO ACO INOX SPRAY AEROSOL0893114116 WURTH;
787;ROLANDIA - INCUBATORIO;4;COMBUSTIVEIS E LUBRIFICANTES;466433;COMBUSTIVEL OLEO DIESEL-S-50;0;0;0;0;0;45 DIAS;;;COMBUSTIVEL OLEO DIESELS500 PETROBRAS;
787;ROLANDIA - INCUBATORIO;4;COMBUSTIVEIS E LUBRIFICANTES;761673;"OLEO LUBRIFICANTE;SINTETICO;";;;;;;45 DIAS;;;OLEO LUBRIFICANTESINTETICOBASE POLIALPBOMBABD 20L;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;86063;BOTA SEGURANCA;;;;;;45 DIAS;;;BOTA SEGURANCAPUBRANCAC BIQUEIRANUM 40;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;86064;BOTA SEGURANCA;;;;;;45 DIAS;;;BOTA SEGURANCAPUBRANCAC BIQUEIRANUM 41;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;102988;PERNEIRA DE RASPA;A;3;2;2;1;45 DIAS;;;PERNEIRA DE RASPA;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;144290;OCULOS SEGUR ESPORTIVO FIXA;A;4;3;20;1;45 DIAS;;;OCULOS SEGUR ESPORTIVO FIXA POLICARBONATO VERDE 2 MM SADAPTADOR LENTE GRAU POLICARBONATO VERDE HASTE FIXA POLICARBONATO NAO APLICAVEL NAO APLICAVEL S VALVULACA 14990 DANNY;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;169863;PROTETOR AURICULAR TIPO CONC;A;5;3;10;1;45 DIAS;;;PROTETOR AURICULAR TIPO CONCHAC CONCHAESPUMA LATERAISCH;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;172424;"LUVA SEGURANCA;FIBRA SINT/PV";A;5;2;10;5;45 DIAS;;;LUVA SEGURANCAFIBRA SINTPVCCOR LARANJAPRETATAM M8;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;215772;"CAMISA SEGURANÇA;MALHA;CAQUI";;;;;;45 DIAS;;;CAMISA SEGURANÇAMALHACAQUIMANGA LONGATAMANHO XG;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;220230;RESPIRADOR/MASCARA SEMIFACIA;0;0;0;0;0;45 DIAS;;;RESPIRADORMASCARA SEMIFACIAL DESCARTAVEL MATERIAL MANTA SINTETICA VALVULA EXALACAO SEM EXALACAO REFORCO SREFORCO FIXACAO ELASTICO DUPLO CLASSE PFF1 TAMANHO UNICO FORMATO DOBRAVEL NORMA NBR 1369696;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;277790;"CAMISA SEGURANÇA;MALHA;CAQUI";;;;;;45 DIAS;;;CAMISA SEGURANÇAMALHACAQUIMANGA LONGATAMANHO G;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;306168;AVENTAL EQUIPAMENTO DE PROTE;;;;;;45 DIAS;;;AVENTAL EQUIPAMENTO DE PROTECAO INDIVIDUAL TIPO FRIGORIFICO MATERIAL POLICLORETO VINILA COR BRANCO MANGA SEM MANGA FECHAMENTO TIRAS DIMENSOES 150X90CM;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;306376;OCULOS SEGUR AMPLA VISAO FIX;A;4;3;40;12;45 DIAS;;;OCULOS SEGUR AMPLA VISAO FIXA POLICARBONATO INCOLOR 2 MM SADAPTADOR LENTE GRAU POLICARBONATO INCOLOR MEIA HASTE CELASTICO POLICARBONATO NAO APLICAVEL NAO APLICAVEL S VALVULACA 12923 3M;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;343293;LUVA MATERIAL COURO VAQUETA ;A;5;5;20;1;45 DIAS;;;LUVA MATERIAL COURO VAQUETA COR CINZA REVESTIMENTO INTERNO SREVESTIMENTO TAMANHO UNICO COMPRIMENTO PUNHO 7 CM FORMATO NORMALPAR REVESTIMENTO EXTERNO COURO PALMA LISA LISO NBR 13712;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;354312;LUVA ISOLANTE MATERIAL BORRA;0;0;0;0;0;45 DIAS;;;LUVA ISOLANTE MATERIAL BORRACHA CLASSE 04 COMPRIMENTOXPALMA 356MMX11POL TESTE VOLTS 40KV TENSAO MAXIMA 36KV TAMANHO G;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;355047;AVENTAL EQUIPAMENTO DE PROTE;A;4;2;5;1;45 DIAS;;;AVENTAL EQUIPAMENTO DE PROTECAO INDIVIDUAL TIPO BARBEIRO MATERIAL RASPA COR CINZA MANGA CMANGA FECHAMENTO TIRAS DIMENSOES 140X70CM;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;362884;CALCA EPI PROFISSIONAL UNISS;;;;;;45 DIAS;;;CALCA EPI PROFISSIONAL UNISSEX POLIETILENO VERMELHO TAMANHO UNICO SFORRO BOLSO SBOLSO LOGOMARCA SLOGOMARCA BARRA CELASTICO VERMELHO FECH CELAS CONF ESP NA;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;362932;CAMISA MATERIAL POLIETILENO;;;;;;45 DIAS;;;CAMISA MATERIAL POLIETILENO COR VERMELHO MANGA LONGA PUNHO CELASTICO CAPUZ CCAPUZ FECHAMENTO SFECHAMENTO GRAMATURA PAPELESPESSURA 120 MICRA TAMANHO 75CM;
787;ROLANDIA - INCUBATORIO;5;UNIFORMES E EPI'S;366119;CAPUZ BALACLAVA TECIDO INDUR;6;1;3;5;1;45 DIAS;;;CAPUZ BALACLAVA TECIDO INDURA ULTRA SOFT APLICACAO TRABALHOS ELETRICIDADE PROTECAO CABECAPESCOCO ABERTURA OLHOS CAMADA 1 CAMADA GRAMATURA 220GM2 NORMA NFPA 1971;
